phase,split,method,episodes,success_rate,success_ci95,energy_mean,energy_ci95,energy_regret_mean,energy_regret_ci95,final_distance_mean,final_distance_ci95,normalized_progress_mean,normalized_progress_ci95,failure_rate,failure_ci95,normal_impulse_mean,token_uncertainty_mean,robust_anchor_weight_mean
late,heldout_high_gain,cefv_v4,48,0.291667,0.129948,0.174482,0.015727,0.050550,0.013089,0.110035,0.015145,0.692841,0.041452,0.020833,0.040833,0.517819,0.010014,0.000000
late,heldout_high_gain,continuous_force_regression,48,0.250000,0.123796,0.178599,0.018837,0.054667,0.015840,0.119315,0.015727,0.662175,0.045672,0.020833,0.040833,0.473265,0.000000,0.000000
late,heldout_high_gain,cvar_domain_randomized_mpc,48,0.354167,0.136732,0.163514,0.017036,0.039582,0.013323,0.105153,0.017266,0.707918,0.048077,0.062500,0.069204,0.491797,0.000000,0.000000
late,heldout_high_gain,geometry_mpc,48,0.000000,0.000000,0.428133,0.030429,0.304201,0.026008,0.349116,0.017792,0.026827,0.037352,0.062500,0.069204,0.676513,0.000000,0.000000
late,heldout_high_gain,oracle_embodiment_mpc,48,0.625000,0.138409,0.123932,0.010869,0.000000,0.000000,0.074960,0.011412,0.785421,0.033860,0.000000,0.000000,0.482813,0.000000,0.000000
late,heldout_high_gain,random_shooting,48,0.041667,0.057129,0.409855,0.062817,0.285923,0.059267,0.317630,0.051443,0.127860,0.134679,0.104167,0.087334,0.723195,0.000000,0.000000
late,heldout_high_gain,raw_force_scalar,48,0.041667,0.057129,0.288565,0.034333,0.164633,0.032291,0.222076,0.027627,0.381932,0.073841,0.041667,0.057129,0.505054,0.000000,0.000000
late,heldout_high_gain,rc_fev_no_online,48,0.354167,0.136732,0.165931,0.016817,0.041999,0.013349,0.102320,0.016495,0.719358,0.042896,0.062500,0.069204,0.477481,0.103001,0.531317
late,heldout_high_gain,rc_fev_v5,48,0.395833,0.139811,0.161688,0.016454,0.037756,0.012921,0.098338,0.016699,0.728977,0.043934,0.062500,0.069204,0.478271,0.107826,0.399546
late,heldout_high_gain,robust_domain_randomized_mpc,48,0.312500,0.132516,0.174146,0.017853,0.050214,0.015042,0.112362,0.017843,0.693123,0.045857,0.062500,0.069204,0.488324,0.000000,0.000000
late,heldout_high_gain,source_action_transfer,48,0.458333,0.142450,0.170521,0.014842,0.046589,0.012826,0.097598,0.018056,0.724442,0.050523,0.000000,0.000000,0.528652,0.000000,0.000000
late,heldout_large_soft,cefv_v4,48,0.625000,0.138409,0.130449,0.012985,0.041169,0.010957,0.072493,0.011648,0.790675,0.035351,0.000000,0.000000,0.350395,0.010194,0.000000
late,heldout_large_soft,continuous_force_regression,48,0.541667,0.142450,0.122275,0.013877,0.032996,0.011513,0.075193,0.010332,0.786409,0.029060,0.000000,0.000000,0.338057,0.000000,0.000000
late,heldout_large_soft,cvar_domain_randomized_mpc,48,0.791667,0.116107,0.110351,0.009963,0.021072,0.007466,0.053666,0.009701,0.848912,0.027974,0.000000,0.000000,0.363843,0.000000,0.000000
late,heldout_large_soft,geometry_mpc,48,0.000000,0.000000,0.254248,0.011510,0.164968,0.008519,0.201911,0.006667,0.425362,0.016024,0.000000,0.000000,0.476014,0.000000,0.000000
late,heldout_large_soft,oracle_embodiment_mpc,48,0.937500,0.069204,0.089279,0.008053,0.000000,0.000000,0.043786,0.007357,0.878549,0.019620,0.000000,0.000000,0.385559,0.000000,0.000000
late,heldout_large_soft,random_shooting,48,0.083333,0.079017,0.320141,0.036802,0.230861,0.035963,0.255590,0.035375,0.274980,0.097933,0.000000,0.000000,0.413358,0.000000,0.000000
late,heldout_large_soft,raw_force_scalar,48,0.062500,0.069204,0.201155,0.020444,0.111875,0.018050,0.141344,0.017140,0.601065,0.046044,0.000000,0.000000,0.328705,0.000000,0.000000
late,heldout_large_soft,rc_fev_no_online,48,0.791667,0.116107,0.110669,0.010083,0.021390,0.007291,0.053047,0.009662,0.851243,0.027325,0.000000,0.000000,0.365160,0.104781,0.533278
late,heldout_large_soft,rc_fev_v5,48,0.791667,0.116107,0.110945,0.009892,0.021666,0.007387,0.053336,0.009701,0.849698,0.028022,0.000000,0.000000,0.369405,0.107219,0.398659
late,heldout_large_soft,robust_domain_randomized_mpc,48,0.770833,0.120161,0.110809,0.009712,0.021529,0.007146,0.056019,0.010246,0.842927,0.028802,0.000000,0.000000,0.359671,0.000000,0.000000
late,heldout_large_soft,source_action_transfer,48,0.604167,0.139811,0.125444,0.007804,0.036164,0.007740,0.070681,0.013131,0.797723,0.037897,0.000000,0.000000,0.358013,0.000000,0.000000
late,heldout_small_radius,cefv_v4,48,0.562500,0.141827,0.151321,0.011674,0.054733,0.012557,0.076205,0.010543,0.785347,0.031488,0.000000,0.000000,0.302633,0.011859,0.000000
late,heldout_small_radius,continuous_force_regression,48,0.500000,0.142948,0.148390,0.010325,0.051802,0.010833,0.078592,0.013163,0.781677,0.037006,0.000000,0.000000,0.295734,0.000000,0.000000
late,heldout_small_radius,cvar_domain_randomized_mpc,48,0.750000,0.123796,0.133328,0.008045,0.036740,0.009957,0.063149,0.009164,0.825313,0.024415,0.000000,0.000000,0.294140,0.000000,0.000000
late,heldout_small_radius,geometry_mpc,48,0.000000,0.000000,0.318068,0.016283,0.221480,0.017529,0.257294,0.011479,0.284824,0.016781,0.000000,0.000000,0.496860,0.000000,0.000000
late,heldout_small_radius,oracle_embodiment_mpc,48,0.916667,0.079017,0.096588,0.006409,0.000000,0.000000,0.042454,0.006995,0.882379,0.020531,0.000000,0.000000,0.331544,0.000000,0.000000
late,heldout_small_radius,random_shooting,48,0.041667,0.057129,0.327024,0.045373,0.230437,0.046196,0.249672,0.042242,0.308394,0.109462,0.062500,0.069204,0.389527,0.000000,0.000000
late,heldout_small_radius,raw_force_scalar,48,0.083333,0.079017,0.231257,0.026772,0.134669,0.026124,0.149248,0.021178,0.574492,0.063336,0.062500,0.069204,0.293651,0.000000,0.000000
late,heldout_small_radius,rc_fev_no_online,48,0.750000,0.123796,0.131483,0.009509,0.034895,0.009867,0.063131,0.009319,0.825106,0.024815,0.000000,0.000000,0.297072,0.102514,0.530699
late,heldout_small_radius,rc_fev_v5,48,0.770833,0.120161,0.131236,0.009338,0.034648,0.009707,0.061600,0.009263,0.830717,0.023424,0.000000,0.000000,0.296199,0.105666,0.396971
late,heldout_small_radius,robust_domain_randomized_mpc,48,0.750000,0.123796,0.130340,0.009265,0.033752,0.009835,0.061850,0.009538,0.828321,0.025486,0.000000,0.000000,0.294030,0.000000,0.000000
late,heldout_small_radius,source_action_transfer,48,0.770833,0.120161,0.128117,0.008843,0.031529,0.008569,0.054123,0.009052,0.851380,0.024119,0.000000,0.000000,0.290374,0.000000,0.000000
late,heldout_weak_actuator,cefv_v4,48,0.562500,0.141827,0.137342,0.012587,0.040460,0.010162,0.078332,0.009937,0.786703,0.028586,0.000000,0.000000,0.378522,0.011219,0.000000
late,heldout_weak_actuator,continuous_force_regression,48,0.458333,0.142450,0.149414,0.017800,0.052532,0.016901,0.084620,0.010032,0.775380,0.024246,0.020833,0.040833,0.371214,0.000000,0.000000
late,heldout_weak_actuator,cvar_domain_randomized_mpc,48,0.687500,0.132516,0.134568,0.011876,0.037686,0.009750,0.065970,0.007587,0.821984,0.019734,0.000000,0.000000,0.351610,0.000000,0.000000
late,heldout_weak_actuator,geometry_mpc,48,0.000000,0.000000,0.227884,0.011414,0.131002,0.012056,0.173378,0.007366,0.533753,0.019405,0.000000,0.000000,0.516483,0.000000,0.000000
late,heldout_weak_actuator,oracle_embodiment_mpc,48,0.812500,0.111589,0.096882,0.006762,0.000000,0.000000,0.051070,0.007355,0.859388,0.022412,0.000000,0.000000,0.437710,0.000000,0.000000
late,heldout_weak_actuator,random_shooting,48,0.062500,0.069204,0.289173,0.036631,0.192291,0.035964,0.222745,0.034397,0.407425,0.086930,0.000000,0.000000,0.440193,0.000000,0.000000
late,heldout_weak_actuator,raw_force_scalar,48,0.145833,0.100904,0.217772,0.027775,0.120890,0.027349,0.149577,0.022386,0.602067,0.057702,0.020833,0.040833,0.353667,0.000000,0.000000
late,heldout_weak_actuator,rc_fev_no_online,48,0.645833,0.136732,0.131095,0.011808,0.034213,0.010342,0.069580,0.008929,0.812443,0.023083,0.000000,0.000000,0.355698,0.105388,0.534088
late,heldout_weak_actuator,rc_fev_v5,48,0.625000,0.138409,0.132684,0.012535,0.035802,0.011181,0.070870,0.009238,0.809341,0.023554,0.000000,0.000000,0.358924,0.109667,0.401550
late,heldout_weak_actuator,robust_domain_randomized_mpc,48,0.645833,0.136732,0.129922,0.011682,0.033040,0.010393,0.069812,0.008995,0.811815,0.023270,0.000000,0.000000,0.357470,0.000000,0.000000
late,heldout_weak_actuator,source_action_transfer,48,0.562500,0.141827,0.147904,0.012193,0.051022,0.011483,0.076642,0.007828,0.796846,0.019340,0.000000,0.000000,0.363471,0.000000,0.000000
late,high_friction,cefv_v4,48,0.437500,0.141827,0.151233,0.014980,0.060799,0.015534,0.082369,0.011097,0.778987,0.030230,0.000000,0.000000,0.888072,0.012171,0.000000
late,high_friction,continuous_force_regression,48,0.395833,0.139811,0.156519,0.016334,0.066085,0.016985,0.092907,0.011603,0.752222,0.029256,0.000000,0.000000,0.882200,0.000000,0.000000
late,high_friction,cvar_domain_randomized_mpc,48,0.604167,0.139811,0.127652,0.010016,0.037219,0.011337,0.063603,0.008883,0.826637,0.025150,0.000000,0.000000,0.927501,0.000000,0.000000
late,high_friction,geometry_mpc,48,0.000000,0.000000,0.262340,0.019825,0.171906,0.019744,0.200487,0.016094,0.459108,0.043211,0.000000,0.000000,1.340628,0.000000,0.000000
late,high_friction,oracle_embodiment_mpc,48,0.812500,0.111589,0.090434,0.006844,0.000000,0.000000,0.050552,0.007756,0.861389,0.023136,0.000000,0.000000,1.128988,0.000000,0.000000
late,high_friction,random_shooting,48,0.062500,0.069204,0.330727,0.042210,0.240293,0.041297,0.272152,0.038138,0.265042,0.104425,0.020833,0.040833,1.143556,0.000000,0.000000
late,high_friction,raw_force_scalar,48,0.083333,0.079017,0.229026,0.024221,0.138592,0.025018,0.161119,0.022105,0.564663,0.058615,0.000000,0.000000,0.873852,0.000000,0.000000
late,high_friction,rc_fev_no_online,48,0.604167,0.139811,0.130146,0.010296,0.039712,0.011717,0.063867,0.008973,0.826686,0.024398,0.000000,0.000000,0.901280,0.101711,0.529787
late,high_friction,rc_fev_v5,48,0.604167,0.139811,0.129392,0.009941,0.038958,0.011479,0.063085,0.009043,0.829376,0.024320,0.000000,0.000000,0.888423,0.103717,0.394717
late,high_friction,robust_domain_randomized_mpc,48,0.562500,0.141827,0.131658,0.011312,0.041224,0.012560,0.068473,0.009838,0.815458,0.025555,0.000000,0.000000,0.885369,0.000000,0.000000
late,high_friction,source_action_transfer,48,0.375000,0.138409,0.160419,0.015159,0.069985,0.017230,0.084108,0.010539,0.777566,0.024275,0.000000,0.000000,0.865627,0.000000,0.000000
late,low_friction,cefv_v4,48,0.416667,0.140948,0.152091,0.015797,0.036903,0.014610,0.078073,0.013074,0.774540,0.038130,0.041667,0.057129,0.205004,0.011148,0.000000
late,low_friction,continuous_force_regression,48,0.291667,0.129948,0.160461,0.014169,0.045273,0.013397,0.104196,0.015377,0.698833,0.041135,0.000000,0.000000,0.207657,0.000000,0.000000
late,low_friction,cvar_domain_randomized_mpc,48,0.520833,0.142824,0.132561,0.008907,0.017373,0.005926,0.072598,0.012843,0.793248,0.037003,0.000000,0.000000,0.197620,0.000000,0.000000
late,low_friction,geometry_mpc,48,0.000000,0.000000,0.317029,0.020278,0.201841,0.019306,0.260337,0.017648,0.252707,0.043370,0.000000,0.000000,0.302601,0.000000,0.000000
late,low_friction,oracle_embodiment_mpc,48,0.604167,0.139811,0.115188,0.006882,0.000000,0.000000,0.060575,0.010373,0.820893,0.034719,0.000000,0.000000,0.197503,0.000000,0.000000
late,low_friction,random_shooting,48,0.000000,0.000000,0.365347,0.045709,0.250159,0.045671,0.293404,0.037376,0.160683,0.099593,0.020833,0.040833,0.253929,0.000000,0.000000
late,low_friction,raw_force_scalar,48,0.041667,0.057129,0.240574,0.022606,0.125386,0.021900,0.176444,0.020681,0.492316,0.057379,0.020833,0.040833,0.225477,0.000000,0.000000
late,low_friction,rc_fev_no_online,48,0.520833,0.142824,0.132914,0.009015,0.017726,0.005898,0.071754,0.012897,0.797554,0.036314,0.000000,0.000000,0.197351,0.100782,0.528657
late,low_friction,rc_fev_v5,48,0.541667,0.142450,0.132486,0.008977,0.017298,0.005940,0.070641,0.012869,0.800489,0.036332,0.000000,0.000000,0.197432,0.103201,0.393994
late,low_friction,robust_domain_randomized_mpc,48,0.520833,0.142824,0.134172,0.010193,0.018984,0.006686,0.073894,0.013882,0.792325,0.038137,0.000000,0.000000,0.199651,0.000000,0.000000
late,low_friction,source_action_transfer,48,0.625000,0.138409,0.133872,0.008232,0.018684,0.006985,0.063286,0.013019,0.813180,0.040141,0.000000,0.000000,0.211837,0.000000,0.000000
late,nominal,cefv_v4,48,0.583333,0.140948,0.121079,0.011852,0.027379,0.007908,0.071999,0.012157,0.778376,0.037864,0.000000,0.000000,0.303812,0.014497,0.000000
late,nominal,continuous_force_regression,48,0.645833,0.136732,0.121282,0.012627,0.027582,0.009478,0.067216,0.010877,0.792800,0.031937,0.000000,0.000000,0.308677,0.000000,0.000000
late,nominal,cvar_domain_randomized_mpc,48,0.645833,0.136732,0.111507,0.008206,0.017807,0.005438,0.061606,0.009588,0.808467,0.029211,0.000000,0.000000,0.305055,0.000000,0.000000
late,nominal,geometry_mpc,48,0.000000,0.000000,0.278366,0.014697,0.184666,0.013494,0.224534,0.011107,0.303602,0.024971,0.000000,0.000000,0.448913,0.000000,0.000000
late,nominal,oracle_embodiment_mpc,48,0.812500,0.111589,0.093700,0.007507,0.000000,0.000000,0.044922,0.008046,0.860726,0.025090,0.000000,0.000000,0.322591,0.000000,0.000000
late,nominal,random_shooting,48,0.000000,0.000000,0.316343,0.032170,0.222643,0.033132,0.253768,0.030439,0.215083,0.088339,0.000000,0.000000,0.426933,0.000000,0.000000
late,nominal,raw_force_scalar,48,0.166667,0.106547,0.206779,0.020654,0.113079,0.017910,0.137113,0.015775,0.569178,0.053197,0.000000,0.000000,0.311146,0.000000,0.000000
late,nominal,rc_fev_no_online,48,0.708333,0.129948,0.110997,0.008133,0.017297,0.005885,0.056272,0.009101,0.824729,0.027967,0.000000,0.000000,0.299269,0.105169,0.533839
late,nominal,rc_fev_v5,48,0.708333,0.129948,0.111391,0.008327,0.017691,0.005871,0.057097,0.009615,0.823677,0.028810,0.000000,0.000000,0.295675,0.107597,0.399179
late,nominal,robust_domain_randomized_mpc,48,0.645833,0.136732,0.114087,0.009031,0.020387,0.006903,0.061664,0.009693,0.809100,0.029244,0.000000,0.000000,0.309813,0.000000,0.000000
late,nominal,source_action_transfer,48,0.666667,0.134772,0.113523,0.007654,0.019823,0.005859,0.056276,0.011696,0.829244,0.033912,0.000000,0.000000,0.335838,0.000000,0.000000
middle,actuation_noise,cefv_v4,56,0.357143,0.126635,0.167985,0.014007,0.062928,0.012991,0.100485,0.013987,0.731278,0.037669,0.000000,0.000000,0.451889,0.013340,0.000000
middle,actuation_noise,continuous_force_regression,56,0.357143,0.126635,0.178434,0.020116,0.073376,0.017007,0.117395,0.019810,0.692569,0.048513,0.000000,0.000000,0.500716,0.000000,0.000000
middle,actuation_noise,cvar_domain_randomized_mpc,56,0.535714,0.131806,0.148335,0.013089,0.043278,0.010881,0.088807,0.014501,0.763820,0.036634,0.000000,0.000000,0.447253,0.000000,0.000000
middle,actuation_noise,geometry_mpc,56,0.000000,0.000000,0.339484,0.034100,0.234426,0.031037,0.265139,0.024275,0.292779,0.061720,0.053571,0.059509,0.716478,0.000000,0.000000
middle,actuation_noise,oracle_embodiment_mpc,56,0.803571,0.105000,0.105057,0.009575,0.000000,0.000000,0.055043,0.009251,0.850614,0.026119,0.000000,0.000000,0.457455,0.000000,0.000000
middle,actuation_noise,random_shooting,56,0.035714,0.049045,0.340987,0.039048,0.235930,0.038310,0.265201,0.032320,0.294210,0.080592,0.035714,0.049045,0.552364,0.000000,0.000000
middle,actuation_noise,raw_force_scalar,56,0.089286,0.075363,0.295799,0.038185,0.190741,0.034336,0.220061,0.030471,0.419663,0.072717,0.035714,0.049045,0.517806,0.000000,0.000000
middle,actuation_noise,rc_fev_no_online,56,0.446429,0.131383,0.154891,0.013886,0.049834,0.012095,0.096160,0.014338,0.745348,0.035544,0.000000,0.000000,0.442105,0.103328,0.531744
middle,actuation_noise,rc_fev_v5,56,0.464286,0.131806,0.153204,0.013948,0.048147,0.012112,0.094386,0.014653,0.750167,0.036418,0.000000,0.000000,0.442310,0.105873,0.451354
middle,actuation_noise,robust_domain_randomized_mpc,56,0.428571,0.130788,0.155307,0.013830,0.050250,0.012212,0.098727,0.014295,0.738258,0.035493,0.000000,0.000000,0.448851,0.000000,0.000000
middle,actuation_noise,source_action_transfer,56,0.410714,0.130019,0.169287,0.015097,0.064230,0.016173,0.098727,0.014750,0.739660,0.038365,0.000000,0.000000,0.472820,0.000000,0.000000
middle,combined_shift,cefv_v4,56,0.285714,0.119392,0.181634,0.016439,0.078756,0.017059,0.111174,0.015357,0.728842,0.037310,0.000000,0.000000,0.910505,0.016496,0.000000
middle,combined_shift,continuous_force_regression,56,0.214286,0.108444,0.191511,0.017565,0.088633,0.018698,0.119664,0.015349,0.706311,0.036830,0.000000,0.000000,0.855879,0.000000,0.000000
middle,combined_shift,cvar_domain_randomized_mpc,56,0.285714,0.119392,0.173321,0.016093,0.070443,0.015728,0.103661,0.014193,0.746945,0.033866,0.000000,0.000000,0.895785,0.000000,0.000000
middle,combined_shift,geometry_mpc,56,0.000000,0.000000,0.347805,0.034455,0.244928,0.034088,0.267140,0.023538,0.349703,0.053087,0.053571,0.059509,1.502852,0.000000,0.000000
middle,combined_shift,oracle_embodiment_mpc,56,0.785714,0.108444,0.102878,0.008754,0.000000,0.000000,0.057271,0.008242,0.858571,0.022080,0.000000,0.000000,1.083684,0.000000,0.000000
middle,combined_shift,random_shooting,56,0.035714,0.049045,0.360580,0.043116,0.257702,0.042180,0.280326,0.037214,0.310205,0.092624,0.035714,0.049045,1.311251,0.000000,0.000000
middle,combined_shift,raw_force_scalar,56,0.053571,0.059509,0.285762,0.026810,0.182885,0.025093,0.215411,0.024644,0.479268,0.054827,0.000000,0.000000,0.757744,0.000000,0.000000
middle,combined_shift,rc_fev_no_online,56,0.267857,0.117037,0.170771,0.016860,0.067893,0.016227,0.105166,0.015552,0.743209,0.036665,0.000000,0.000000,0.894048,0.103433,0.531805
middle,combined_shift,rc_fev_v5,56,0.267857,0.117037,0.170866,0.016790,0.067988,0.016129,0.105738,0.015553,0.741604,0.036789,0.000000,0.000000,0.909522,0.109176,0.455244
middle,combined_shift,robust_domain_randomized_mpc,56,0.267857,0.117037,0.170835,0.017554,0.067957,0.016375,0.106182,0.015943,0.740117,0.037738,0.000000,0.000000,0.889676,0.000000,0.000000
middle,combined_shift,source_action_transfer,56,0.357143,0.126635,0.185363,0.017366,0.082485,0.017428,0.105191,0.017785,0.745568,0.040642,0.000000,0.000000,0.883302,0.000000,0.000000
middle,heavy_object,cefv_v4,56,0.428571,0.130788,0.141761,0.012268,0.045098,0.012473,0.080395,0.010460,0.777383,0.029555,0.000000,0.000000,0.973843,0.015090,0.000000
middle,heavy_object,continuous_force_regression,56,0.410714,0.130019,0.147372,0.015233,0.050709,0.013852,0.088776,0.011976,0.755525,0.032336,0.000000,0.000000,1.006155,0.000000,0.000000
middle,heavy_object,cvar_domain_randomized_mpc,56,0.625000,0.127947,0.126346,0.008276,0.029682,0.009272,0.064933,0.009258,0.819260,0.027013,0.000000,0.000000,1.009981,0.000000,0.000000
middle,heavy_object,geometry_mpc,56,0.000000,0.000000,0.299273,0.016874,0.202610,0.015848,0.233164,0.013509,0.357268,0.036997,0.000000,0.000000,1.489776,0.000000,0.000000
middle,heavy_object,oracle_embodiment_mpc,56,0.803571,0.105000,0.096663,0.005983,0.000000,0.000000,0.051833,0.006311,0.856364,0.018121,0.000000,0.000000,1.149439,0.000000,0.000000
middle,heavy_object,random_shooting,56,0.035714,0.049045,0.347613,0.039582,0.250949,0.039272,0.272659,0.035777,0.261888,0.090115,0.017857,0.035000,1.196018,0.000000,0.000000
middle,heavy_object,raw_force_scalar,56,0.053571,0.059509,0.232318,0.019052,0.135655,0.018682,0.159086,0.016249,0.554944,0.050873,0.000000,0.000000,0.960840,0.000000,0.000000
middle,heavy_object,rc_fev_no_online,56,0.660714,0.125131,0.126848,0.008559,0.030185,0.009526,0.062095,0.009205,0.831491,0.024478,0.000000,0.000000,1.021379,0.103492,0.531887
middle,heavy_object,rc_fev_v5,56,0.642857,0.126635,0.126588,0.008449,0.029924,0.009420,0.063276,0.009195,0.826946,0.025018,0.000000,0.000000,1.027926,0.106718,0.452347
middle,heavy_object,robust_domain_randomized_mpc,56,0.607143,0.129074,0.126952,0.008527,0.030288,0.008865,0.067125,0.009910,0.816956,0.026711,0.000000,0.000000,1.011066,0.000000,0.000000
middle,heavy_object,source_action_transfer,56,0.625000,0.127947,0.142336,0.009380,0.045673,0.011947,0.068351,0.010372,0.812601,0.029015,0.000000,0.000000,1.030573,0.000000,0.000000
middle,heldout_high_gain,cefv_v4,56,0.232143,0.111582,0.192716,0.017911,0.049705,0.013238,0.128053,0.016491,0.634935,0.048181,0.035714,0.049045,0.555836,0.009500,0.000000
middle,heldout_high_gain,continuous_force_regression,56,0.178571,0.101220,0.202266,0.020465,0.059254,0.018315,0.146936,0.017074,0.585095,0.047210,0.035714,0.049045,0.471038,0.000000,0.000000
middle,heldout_high_gain,cvar_domain_randomized_mpc,56,0.285714,0.119392,0.178072,0.016534,0.035061,0.012782,0.105720,0.013017,0.703352,0.035470,0.089286,0.075363,0.473435,0.000000,0.000000
middle,heldout_high_gain,geometry_mpc,56,0.000000,0.000000,0.437233,0.022562,0.294222,0.021728,0.356637,0.013927,-0.003067,0.027916,0.053571,0.059509,0.650325,0.000000,0.000000
middle,heldout_high_gain,oracle_embodiment_mpc,56,0.392857,0.129074,0.143011,0.009926,0.000000,0.000000,0.091457,0.012584,0.737629,0.036834,0.000000,0.000000,0.490801,0.000000,0.000000
middle,heldout_high_gain,random_shooting,56,0.053571,0.059509,0.412396,0.047617,0.269385,0.044918,0.323272,0.039827,0.104550,0.103722,0.053571,0.059509,0.637765,0.000000,0.000000
middle,heldout_high_gain,raw_force_scalar,56,0.035714,0.049045,0.288728,0.029889,0.145717,0.029765,0.211048,0.021669,0.412032,0.054666,0.071429,0.068064,0.459505,0.000000,0.000000
middle,heldout_high_gain,rc_fev_no_online,56,0.339286,0.125131,0.171980,0.016710,0.028969,0.012193,0.097503,0.012803,0.724707,0.035821,0.089286,0.075363,0.467907,0.103624,0.531897
middle,heldout_high_gain,rc_fev_v5,56,0.321429,0.123428,0.176796,0.017540,0.033785,0.013621,0.103461,0.014322,0.709314,0.039602,0.089286,0.075363,0.461894,0.106775,0.452313
middle,heldout_high_gain,robust_domain_randomized_mpc,56,0.321429,0.123428,0.176142,0.016989,0.033131,0.012872,0.102721,0.013786,0.710242,0.038970,0.089286,0.075363,0.474826,0.000000,0.000000
middle,heldout_high_gain,source_action_transfer,56,0.357143,0.126635,0.177890,0.011246,0.034879,0.009060,0.104647,0.013896,0.700364,0.039726,0.000000,0.000000,0.523144,0.000000,0.000000
middle,heldout_large_soft,cefv_v4,56,0.571429,0.130788,0.122290,0.012290,0.031253,0.010008,0.072650,0.011121,0.790876,0.034286,0.000000,0.000000,0.398212,0.017419,0.000000
middle,heldout_large_soft,continuous_force_regression,56,0.553571,0.131383,0.125005,0.014581,0.033968,0.010452,0.072395,0.009885,0.794789,0.027264,0.000000,0.000000,0.398748,0.000000,0.000000
middle,heldout_large_soft,cvar_domain_randomized_mpc,56,0.642857,0.126635,0.114842,0.009150,0.023806,0.006414,0.064046,0.009021,0.817190,0.026611,0.000000,0.000000,0.370520,0.000000,0.000000
middle,heldout_large_soft,geometry_mpc,56,0.000000,0.000000,0.244906,0.009907,0.153870,0.006967,0.195116,0.006885,0.448348,0.014385,0.000000,0.000000,0.497916,0.000000,0.000000
middle,heldout_large_soft,oracle_embodiment_mpc,56,0.946429,0.059509,0.091037,0.007699,0.000000,0.000000,0.045371,0.005757,0.870642,0.017044,0.000000,0.000000,0.418568,0.000000,0.000000
middle,heldout_large_soft,random_shooting,56,0.053571,0.059509,0.319220,0.032910,0.228184,0.030458,0.255567,0.029476,0.287765,0.073031,0.000000,0.000000,0.470109,0.000000,0.000000
middle,heldout_large_soft,raw_force_scalar,56,0.142857,0.092481,0.207263,0.021568,0.116226,0.019024,0.152361,0.018966,0.566509,0.053553,0.000000,0.000000,0.356316,0.000000,0.000000
middle,heldout_large_soft,rc_fev_no_online,56,0.714286,0.119392,0.113277,0.008532,0.022241,0.006011,0.058554,0.008150,0.834987,0.023012,0.000000,0.000000,0.377593,0.105452,0.534131
middle,heldout_large_soft,rc_fev_v5,56,0.696429,0.121519,0.114057,0.008368,0.023021,0.005835,0.059871,0.008389,0.829046,0.025362,0.000000,0.000000,0.367325,0.109152,0.455223
middle,heldout_large_soft,robust_domain_randomized_mpc,56,0.696429,0.121519,0.113814,0.008543,0.022777,0.005961,0.060656,0.008559,0.829669,0.023702,0.000000,0.000000,0.369711,0.000000,0.000000
middle,heldout_large_soft,source_action_transfer,56,0.678571,0.123428,0.121018,0.007066,0.029982,0.006455,0.060080,0.010493,0.830114,0.029817,0.000000,0.000000,0.406059,0.000000,0.000000
middle,heldout_small_radius,cefv_v4,56,0.535714,0.131806,0.140904,0.011465,0.054616,0.012583,0.077547,0.011022,0.772329,0.034477,0.000000,0.000000,0.279138,0.013389,0.000000
middle,heldout_small_radius,continuous_force_regression,56,0.535714,0.131806,0.154613,0.013210,0.068325,0.013990,0.080183,0.011013,0.767201,0.032202,0.017857,0.035000,0.290991,0.000000,0.000000
middle,heldout_small_radius,cvar_domain_randomized_mpc,56,0.678571,0.123428,0.129259,0.012781,0.042971,0.012917,0.061889,0.008192,0.821220,0.023639,0.017857,0.035000,0.283641,0.000000,0.000000
middle,heldout_small_radius,geometry_mpc,56,0.000000,0.000000,0.307121,0.014570,0.220833,0.016392,0.246281,0.010541,0.292972,0.018291,0.000000,0.000000,0.462900,0.000000,0.000000
middle,heldout_small_radius,oracle_embodiment_mpc,56,0.839286,0.097064,0.086288,0.007246,0.000000,0.000000,0.041941,0.007197,0.876991,0.021694,0.000000,0.000000,0.303292,0.000000,0.000000
middle,heldout_small_radius,random_shooting,56,0.125000,0.087404,0.324046,0.048393,0.237758,0.048907,0.245761,0.041591,0.309526,0.108530,0.071429,0.068064,0.338650,0.000000,0.000000
middle,heldout_small_radius,raw_force_scalar,56,0.125000,0.087404,0.228905,0.022243,0.142617,0.023468,0.151003,0.017507,0.561078,0.051647,0.035714,0.049045,0.283341,0.000000,0.000000
middle,heldout_small_radius,rc_fev_no_online,56,0.696429,0.121519,0.129160,0.012519,0.042872,0.013231,0.060160,0.007774,0.828166,0.021427,0.017857,0.035000,0.289337,0.102832,0.531002
middle,heldout_small_radius,rc_fev_v5,56,0.732143,0.117037,0.129914,0.012435,0.043626,0.013120,0.058377,0.007956,0.834048,0.021459,0.017857,0.035000,0.288778,0.103467,0.448574
middle,heldout_small_radius,robust_domain_randomized_mpc,56,0.714286,0.119392,0.129387,0.012422,0.043099,0.012976,0.058509,0.007713,0.832207,0.021680,0.017857,0.035000,0.282686,0.000000,0.000000
middle,heldout_small_radius,source_action_transfer,56,0.732143,0.117037,0.131069,0.008445,0.044781,0.011742,0.057042,0.009657,0.835518,0.028413,0.000000,0.000000,0.272592,0.000000,0.000000
